player_id,player,position,MIN,FGM,FGA,3PTM,3PTA,FTM,FTA,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS,team,opponent,home,starter,date,location
5108778,T. Hupstead,F,20,4,10,0,2,0,5,4,6,10,1,1,0,1,4,8,Maryland-Eastern Shore,Temple,FALSE,TRUE,2023-11-06,A
5178891,D. Ellis,G,31,5,10,0,0,1,2,2,3,5,0,0,0,1,1,11,Maryland-Eastern Shore,Temple,FALSE,TRUE,2023-11-06,A
5108777,T. Nnadozie,G,18,2,8,1,3,2,2,0,1,1,1,0,0,2,2,7,Maryland-Eastern Shore,Temple,FALSE,TRUE,2023-11-06,A
5108775,D. Johnson,G,18,0,2,0,0,4,4,2,3,5,2,0,1,1,3,4,Maryland-Eastern Shore,Temple,FALSE,TRUE,2023-11-06,A
4898269,C. Davis,G,31,5,16,3,8,2,3,2,0,2,0,1,0,2,2,15,Maryland-Eastern Shore,Temple,FALSE,TRUE,2023-11-06,A
5178889,M. Athian,F,12,0,1,0,1,0,0,0,0,0,1,0,1,2,1,0,Maryland-Eastern Shore,Temple,FALSE,FALSE,2023-11-06,A
5108776,V. Naboya,F,3,0,1,0,0,2,2,1,0,1,0,0,0,1,0,2,Maryland-Eastern Shore,Temple,FALSE,FALSE,2023-11-06,A
5106673,K. Okworogwo,F,11,1,3,0,2,0,0,0,1,1,0,0,0,0,1,2,Maryland-Eastern Shore,Temple,FALSE,FALSE,2023-11-06,A
5178894,I. Yaw,G,6,2,2,0,0,0,2,2,0,2,1,2,0,1,0,4,Maryland-Eastern Shore,Temple,FALSE,FALSE,2023-11-06,A
5178892,T. Mack,G,6,0,3,0,3,0,0,0,1,1,0,0,0,0,1,0,Maryland-Eastern Shore,Temple,FALSE,FALSE,2023-11-06,A
5178890,D. Claxton,G,21,4,5,1,1,1,2,0,3,3,4,2,0,0,0,10,Maryland-Eastern Shore,Temple,FALSE,FALSE,2023-11-06,A
4898341,E. Wilson,G,23,0,5,0,3,2,2,3,1,4,1,2,0,1,4,2,Maryland-Eastern Shore,Temple,FALSE,FALSE,2023-11-06,A
NA,TEAM,NA,NA,23,66,5,23,14,24,16,21,37,11,8,2,12,19,65,Maryland-Eastern Shore,Temple,FALSE,FALSE,2023-11-06,A
