date,game_id,home,away
2007-02-24,270550023,San José St,Hawai'i
2007-02-24,270550026,UCLA,Stanford
2007-02-24,270550030,USC,California
2007-02-24,270550036,Colorado State,Wyoming
2007-02-24,270550046,Georgetown,Pittsburgh
2007-02-24,270550052,Florida State,NC State
2007-02-24,270550061,Georgia,Mississippi State
2007-02-24,270550071,Bradley,Indiana State
2007-02-24,270550077,Northwestern,Purdue
2007-02-24,270550079,Southern Illinois,Evansville
2007-02-24,270550087,Notre Dame,Marquette
2007-02-24,270550099,LSU,Florida
2007-02-24,270550103,Boston College,Clemson
2007-02-24,270550113,UMass,Saint Louis
2007-02-24,270550127,Michigan State,Indiana
2007-02-24,270550135,Minnesota,Michigan
2007-02-24,270550151,East Carolina,UTEP
2007-02-24,270550156,Creighton,Wichita State
2007-02-24,270550159,Dartmouth,Pennsylvania
2007-02-24,270550166,New Mexico State,Fresno State
2007-02-24,270550201,Oklahoma,Texas
2007-02-24,270550213,Penn State,Illinois
2007-02-24,270550218,Temple,Charlotte
2007-02-24,270550222,Villanova,Rutgers
2007-02-24,270550227,Rhode Island,Fordham
2007-02-24,270550245,Texas A&M,Baylor
2007-02-24,270550254,Utah,New Mexico
2007-02-24,270550257,Richmond,Saint Joseph's
2007-02-24,270550258,Virginia,Georgia Tech
2007-02-24,270550259,Virginia Tech,Miami
2007-02-24,270550325,Cleveland State,Youngstown St
2007-02-24,270550333,Alabama,Auburn
2007-02-24,270552006,Akron,Bowling Green
2007-02-24,270552086,Butler,Detroit Mercy
2007-02-24,270552168,Dayton,Xavier
2007-02-24,270552184,Duquesne,St. Bonaventure
2007-02-24,270552305,Kansas,Iowa State
2007-02-24,270552325,La Salle,George Washington
2007-02-24,270552350,Loyola Chicago,UIC
2007-02-24,270552368,Marist,Siena
2007-02-24,270552449,North Dakota State,South Dakota State
2007-02-24,270552460,Northern Iowa,Illinois State
2007-02-24,270552483,Oregon,Washington
2007-02-24,270552507,Providence,Syracuse
2007-02-24,270552539,San Francisco,Gonzaga
2007-02-24,270552550,Seton Hall,South Florida
2007-02-24,270552579,South Carolina,Ole Miss
2007-02-24,270552641,Texas Tech,Oklahoma State
2007-02-24,270552710,Western Illinois,Southern Utah
