game_id,away,home,away_rank,home_rank,away_score,home_score,date
401166118,Ohio State,Minnesota,3,NA,71,84,2019-12-15
401168255,Wofford,North Carolina,NA,17,68,64,2019-12-15
401172455,Goucher,William & Mary,NA,NA,30,90,2019-12-15
401168254,Central Connecticut,Boston College,NA,NA,55,74,2019-12-15
401170914,Quinnipiac,Maine,NA,NA,81,61,2019-12-15
401174949,UT Rio Grande Valley,Omaha,NA,NA,82,92,2019-12-15
401175692,Coppin State,UMBC,NA,NA,77,86,2019-12-15
401168256,Gardner-Webb,Virginia Tech,NA,NA,46,73,2019-12-15
401175477,Milligan,East Tennessee State,NA,NA,41,97,2019-12-15
401173597,Norfolk State,Loyola Chicago,NA,NA,45,64,2019-12-15
401172617,Concord College,Akron,NA,NA,50,100,2019-12-15
401172618,Mississippi Valley State,Miami (OH),NA,NA,67,79,2019-12-15
401173558,Illinois State,Northern Kentucky,NA,NA,64,79,2019-12-15
401170053,Sacred Heart,UCF,NA,NA,65,76,2019-12-15
401170179,Tennessee State,Fordham,NA,NA,66,61,2019-12-15
401168620,NC State,UNC Greensboro,NA,NA,80,77,2019-12-15
401169464,Oklahoma State,Houston,NA,NA,61,55,2019-12-15
401172464,Cleveland State,Bowling Green,NA,NA,58,72,2019-12-15
401174749,Troy,Chattanooga,NA,NA,80,84,2019-12-15
401170022,Drexel,South Florida,NA,NA,61,81,2019-12-15
401176011,Texas-Permian Basin,UTSA,NA,NA,55,98,2019-12-15
401169888,Southern Illinois,Missouri,NA,NA,48,64,2019-12-15
401166119,Purdue,Nebraska,NA,NA,56,70,2019-12-15
401166120,SIU-Edwardsville,Northwestern,NA,NA,54,72,2019-12-15
401170415,Longwood,Stetson,NA,NA,76,72,2019-12-15
401170628,UC Riverside,Washington State,NA,NA,56,70,2019-12-15
401173494,Georgia Southern,Bradley,NA,NA,51,81,2019-12-15
401169889,South Carolina,Clemson,NA,NA,67,54,2019-12-15
401176407,Wiley,Sam Houston State,NA,NA,58,91,2019-12-15
401174750,Bethany College,Texas State,NA,NA,65,117,2019-12-15
401174416,CSU Northridge,Pacific,NA,NA,73,79,2019-12-15
401169890,Texas A&M-CC,Texas A&M,NA,NA,60,63,2019-12-15
401170627,Long Beach State,USC,NA,NA,76,87,2019-12-15
401170180,Missouri State,VCU,NA,NA,51,61,2019-12-15
401175054,SE Missouri St,Youngstown St,NA,NA,50,65,2019-12-15
401174431,Samford,Hawai'i,NA,NA,73,94,2019-12-15
