game_id,away,home,away_rank,home_rank,away_score,home_score,date
401182628,Michigan State,UCLA,3,NA,75,62,2019-11-27
401168222,Alabama,North Carolina,NA,6,67,76,2019-11-27
401168224,Maine,Virginia,NA,7,26,46,2019-11-27
401170518,Southern Miss,Gonzaga,NA,8,69,94,2019-11-27
401168445,Oregon,Seton Hall,11,13,71,69,2019-11-27
401186436,Loyola Chicago,Old Dominion,NA,NA,68,61,2019-11-27
401186437,Weber State,Northeastern,NA,NA,69,79,2019-11-27
401176088,Bryan,Western Carolina,NA,NA,54,78,2019-11-27
401186433,UT Martin,Boston University,NA,NA,76,73,2019-11-27
401186435,Colorado State,Washington State,NA,NA,79,69,2019-11-27
401186438,Murray State,Drake,NA,NA,53,63,2019-11-27
401168221,Saint Louis,Boston College,NA,NA,64,54,2019-11-27
401170043,South Carolina State,Tulsa,NA,NA,47,78,2019-11-27
401174730,Charlotte,Georgia State,NA,NA,78,81,2019-11-27
401170386,Mississippi Valley State,North Alabama,NA,NA,50,73,2019-11-27
401174729,UT Arlington,Furman,NA,NA,57,58,2019-11-27
401186434,Gardner-Webb,Northern Colorado,NA,NA,67,62,2019-11-27
401171999,Manhattan,Rhode Island,NA,NA,64,73,2019-11-27
401169861,Ole Miss,Penn State,NA,NA,74,72,2019-11-27
401174942,Denver,Santa Clara,NA,NA,64,81,2019-11-27
401186454,South Florida,Nebraska,NA,NA,67,74,2019-11-27
401186214,Bradley,Kansas State,NA,NA,73,60,2019-11-27
401186473,South Carolina,Northern Iowa,NA,NA,72,78,2019-11-27
401170011,Hartford,SMU,NA,NA,58,90,2019-11-27
401172049,Niagara,Purdue Fort Wayne,NA,NA,54,77,2019-11-27
401176432,Geneva,Robert Morris,NA,NA,62,102,2019-11-27
401172035,Norfolk State,Monmouth,NA,NA,71,75,2019-11-27
401175128,Westminster (PA),Youngstown St,NA,NA,67,93,2019-11-27
401170973,Stony Brook,Delaware,NA,NA,61,75,2019-11-27
401170988,Gallaudet University,Vermont,NA,NA,44,93,2019-11-27
401168223,Oklahoma State,Syracuse,NA,NA,86,72,2019-11-27
401171587,CSU Fullerton,SE Missouri St,NA,NA,64,57,2019-11-27
401186456,La Salle,South Alabama,NA,NA,81,76,2019-11-27
401186453,New Mexico State,George Mason,NA,NA,64,68,2019-11-27
401174731,Alcorn State,Little Rock,NA,NA,50,67,2019-11-27
401173642,Trinity (IL),Valparaiso,NA,NA,71,98,2019-11-27
401176063,Samford,South Dakota State,NA,NA,77,86,2019-11-27
401186474,Wichita State,West Virginia,NA,NA,63,75,2019-11-27
401186215,Northwestern,Pittsburgh,NA,NA,59,72,2019-11-27
401182630,Georgia,Chaminade,NA,NA,80,77,2019-11-27
401176000,East Central,UTEP,NA,NA,71,91,2019-11-27
401166456,West Coast Baptist,Idaho State,NA,NA,43,102,2019-11-27
401174943,South Dakota,California Baptist,NA,NA,84,83,2019-11-27
401166457,Portland State,UC Santa Barbara,NA,NA,70,81,2019-11-27
401171869,Hofstra,San Diego,NA,NA,69,79,2019-11-27
401170600,San José St,Oregon State,NA,NA,48,83,2019-11-27
401182631,Virginia Tech,BYU,NA,NA,77,90,2019-11-27
401169633,Iowa State,Michigan,NA,NA,76,83,2019-11-27
401182629,Dayton,Kansas,NA,4,84,90,2019-11-27
401186455,Wright State,Miami (OH),NA,NA,71,66,2019-11-27
