date,game_id,home,away
2011-11-11,313150002,Auburn,McNeese
2011-11-11,313150008,Arkansas,South Carolina Upstate
2011-11-11,313150009,Arizona State,Montana State
2011-11-11,313150045,George Washington,Maryland-Eastern Shore
2011-11-11,313150052,Florida State,Jacksonville
2011-11-11,313150059,Georgia Tech,Florida A&M
2011-11-11,313150084,Indiana,Stony Brook
2011-11-11,313150093,Murray State,Harris Stowe
2011-11-11,313150098,Western Kentucky,Saint Joseph's
2011-11-11,313150104,Boston University,Northeastern
2011-11-11,313150130,Michigan,Ferris State
2011-11-11,313150135,Minnesota,Bucknell
2011-11-11,313150140,UMKC,NW Missouri State
2011-11-11,313150145,Ole Miss,UL Monroe
2011-11-11,313150151,East Carolina,Milligan
2011-11-11,313150154,Wake Forest,Loyola (MD)
2011-11-11,313150156,Creighton,North Carolina A&T
2011-11-11,313150158,Nebraska,South Dakota
2011-11-11,313150160,New Hampshire,Suffolk University
2011-11-11,313150164,Rutgers,Dartmouth
2011-11-11,313150189,Bowling Green,Howard
2011-11-11,313150197,Oklahoma State,Texas A&M-CC
2011-11-11,313150201,Oklahoma,Idaho State
2011-11-11,313150202,Tulsa,Little Rock
2011-11-11,313150228,Clemson,Gardner-Webb
2011-11-11,313150239,Baylor,Texas Southern
2011-11-11,313150249,North Texas,St Gregory's
2011-11-11,313150257,Richmond,American
2011-11-11,313150277,West Virginia,Oral Roberts
2011-11-11,313150282,Indiana State,Eastern Illinois
2011-11-11,313152026,Appalachian State,Lees McRae
2011-11-11,313152166,Davidson,Guilford
2011-11-11,313152199,Eastern Michigan,UIC
2011-11-11,313152244,George Mason,Rhode Island
2011-11-11,313152250,Gonzaga,Eastern Washington
2011-11-11,313152275,Hofstra,LIU Brooklyn
2011-11-11,313152294,Iowa,Chicago State
2011-11-11,313152306,Kansas State,Charleston Southern
2011-11-11,313152320,Lamar,Arkansas State
2011-11-11,313152325,La Salle,Lafayette
2011-11-11,313152335,Liberty,Randolph College
2011-11-11,313152344,Longwood,Navy
2011-11-11,313152393,Middle Tennessee,Austin Peay
2011-11-11,313152515,Radford,Delaware
2011-11-11,313152523,Robert Morris,Rider
2011-11-11,313152567,SMU,McMurry
2011-11-11,313152617,Stephen F. Austin,Centenary
2011-11-11,313152628,TCU,Florida Gulf Coast
2011-11-11,313152633,Tennessee,UNC Greensboro
2011-11-11,313153084,Utah Valley,Simpson University
