number,name,position,height,weight,class,hometown
1,Matt Lewis,G,"6' 5""",180 lbs,FR,"Arlington, VA"
2,Antanee Pinkard,G,"6' 4""",195 lbs,SO,"Lancaster, PA"
3,Stuckey Mosley,G,"6' 3""",190 lbs,JR,"Orlando, FL"
4,Joey McLean,G,"6' 0""",150 lbs,SR,"Greensboro, NC"
5,Darius Banks,G,"6' 5""",225 lbs,FR,"St. Petersburg, FL"
10,Greg Jones,F,"6' 7""",220 lbs,FR,"Richmond, VA"
11,Zach Jacobs,F,"6' 8""",220 lbs,FR,"Richmond, VA"
12,Develle Phillips,F,"6' 9""",210 lbs,JR,"Bowie, MD"
21,Cameron Smith,F,"6' 7""",210 lbs,SR,"Tallahassee, FL"
22,Gerron Scissum,F,"6' 8""",205 lbs,SO,"Huntsville, AL"
23,Ramone Snowden,F,"6' 6""",230 lbs,SR,"Virginia Beach, VA"
24,Dwight Wilson,F,"6' 7""",260 lbs,FR,"Tallahassee, FL"
33,Alex Schulz,F,"6' 11""",265 lbs,FR,"Herndon, VA"
NA,Connor Entzi,F,"6' 4""",211 lbs,SO,"Edgeley, ND"
