number,name,position,height,weight,class,hometown,player_image
0,Jakob Alamudun,F,"6' 6""",225 lbs,JR,"Huntington Beach, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432933.png
1,Jeameril Wilson,F,"6' 7""",200 lbs,SR,"Chicago, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398116.png
2,Jake Betlow,G,"6' 2""",185 lbs,JR,"Mendham, NJ",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4593111.png
4,Luke Traina,G,"6' 5""",185 lbs,SO,"Doylestown, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702515.png
5,Evan Taylor,G,"6' 6""",200 lbs,JR,"Glen Ellyn, IL",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4432122.png
10,Jalin Sinclair,G,"5' 10""",182 lbs,SO,"Manhattan, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702514.png
11,Marques Wilson,G,"6' 4""",210 lbs,SR,"Edmond, OK",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4280081.png
13,Keith Higgins Jr.,G,"6' 4""",180 lbs,FR,"West Hills, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897894.png
15,Reed Fenton,G,"6' 4""",165 lbs,JR,"Latrobe, PA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4431962.png
20,Jayshen Saigal,G,"6' 2""",175 lbs,SO,"Scarsdale, NY",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702516.png
21,Burke Chebuhar,F,"6' 8""",230 lbs,FR,"Marietta, GA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897895.png
22,Tyler Whitney-Sidney,G,"6' 2""",175 lbs,FR,"Somerville, MA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4683862.png
25,Ben Knostman,G,"6' 5""",182 lbs,FR,"Dayton, OH",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4897896.png
35,Dominic Parolin,F,"6' 8""",230 lbs,SO,"Coquitlam, BC",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702518.png
42,JT Tan,C,"6' 8""",280 lbs,SO,"Redondo Beach, CA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4702519.png
44,Nic Lynch,C,"6' 11""",250 lbs,SR,"Seattle, WA",https://a.espncdn.com/combiner/i?img=/i/headshots/mens-college-basketball/players/full/4398119.png
