game_id,away,home,away_rank,home_rank,away_score,home_score,date
401187173,Tennessee,VCU,17,20,72,69,2019-11-30
401166462,Sacramento State,Colorado,NA,21,45,59,2019-11-30
401169792,Lipscomb,Xavier,NA,25,62,87,2019-11-30
401171919,American,Albany,NA,NA,64,68,2019-11-30
401186953,Chicago State,Alabama State,NA,NA,54,67,2019-11-30
401168461,Wagner,St. John's,NA,NA,63,86,2019-11-30
401170390,Morehead State,North Alabama,NA,NA,57,67,2019-11-30
401172090,St. Francis (BKN),Saint Peter's,NA,NA,59,67,2019-11-30
401171778,Drexel,UMBC,NA,NA,60,85,2019-11-30
401172487,Detroit Mercy,Ohio,NA,NA,81,91,2019-11-30
401186954,Jacksonville State,Chattanooga,NA,NA,60,63,2019-11-30
401166461,South Dakota,Northern Arizona,NA,NA,72,76,2019-11-30
401172083,Siena,Colgate,NA,NA,62,72,2019-11-30
401172341,Princeton,Bucknell,NA,NA,87,77,2019-11-30
401173578,Missouri-St. Louis,Indiana State,NA,NA,55,62,2019-11-30
401172453,William & Mary,Buffalo,NA,NA,77,88,2019-11-30
401170391,Jacksonville,North Carolina A&T,NA,NA,61,45,2019-11-30
401169637,McNeese,Texas,NA,NA,71,73,2019-11-30
401168387,UNC Greensboro,Georgetown,NA,NA,65,61,2019-11-30
401168229,Boston College,Richmond,NA,NA,44,64,2019-11-30
401174733,East Tennessee State,Little Rock,NA,NA,67,63,2019-11-30
401174734,Shorter,Troy,NA,NA,53,104,2019-11-30
401175173,Montana Tech,BYU,NA,NA,63,98,2019-11-30
401176402,Randall University,Sam Houston State,NA,NA,51,86,2019-11-30
401175755,Mt. St. Mary's,Howard,NA,NA,73,56,2019-11-30
401175048,SE Missouri St,Denver,NA,NA,66,51,2019-11-30
401172315,Dartmouth,Bowling Green,NA,NA,69,76,2019-11-30
401173845,South Carolina Upstate,Charlotte,NA,NA,47,83,2019-11-30
401171526,Toccoa Falls,Presbyterian,NA,NA,59,87,2019-11-30
401172261,Navy,Brown,NA,NA,76,56,2019-11-30
401172279,Lehigh,Columbia,NA,NA,64,68,2019-11-30
401166102,South Dakota State,Indiana,NA,NA,50,64,2019-11-30
401169990,East Carolina,James Madison,NA,NA,89,99,2019-11-30
401170389,Stetson,Kent State,NA,NA,53,77,2019-11-30
401170514,North Dakota,Georgia Southern,NA,NA,80,68,2019-11-30
401172601,Youngstown St,Central Michigan,NA,NA,72,88,2019-11-30
401173231,Stephen F. Austin,Arkansas State,NA,NA,76,57,2019-11-30
401169866,Northern Kentucky,Arkansas,NA,NA,60,66,2019-11-30
401170864,Hartford,Texas State,NA,NA,55,69,2019-11-30
401174732,Coastal Carolina,Delaware State,NA,NA,92,77,2019-11-30
401172461,Robert Morris,Cleveland State,NA,NA,59,70,2019-11-30
401173678,Fresno State,CSU Northridge,NA,NA,72,73,2019-11-30
401171589,CSU Fullerton,Santa Clara,NA,NA,55,70,2019-11-30
401172602,Oakland,Toledo,NA,NA,63,65,2019-11-30
401173536,Evansville,IUPUI,NA,NA,70,64,2019-11-30
401170954,New Hampshire,Florida International,NA,NA,69,70,2019-11-30
401170392,Campbell,Florida Gulf Coast,NA,NA,51,46,2019-11-30
401176403,Xavier LA,New Orleans,NA,NA,62,79,2019-11-30
401170151,St. Francis (PA),Saint Joseph's,NA,NA,79,63,2019-11-30
401169976,UNLV,Cincinnati,NA,NA,65,72,2019-11-30
401172017,Army,Marist,NA,NA,66,64,2019-11-30
401176009,Prairie View A&M,UTSA,NA,NA,79,72,2019-11-30
401175585,Texas A&M-CC,UT Rio Grande Valley,NA,NA,55,52,2019-11-30
401169867,Tulsa,Vanderbilt,NA,NA,67,58,2019-11-30
401166460,Green Bay,Montana State,NA,NA,98,72,2019-11-30
401174944,Western Illinois,UMKC,NA,NA,67,68,2019-11-30
401174945,Purdue Fort Wayne,Grand Canyon,NA,NA,71,60,2019-11-30
401172978,Lamar,Texas Southern,NA,NA,73,76,2019-11-30
401173950,Belmont,Middle Tennessee,NA,NA,71,59,2019-11-30
401175860,Samford,Louisiana Tech,NA,NA,57,78,2019-11-30
401175931,San Diego Christian,CSU Bakersfield,NA,NA,59,87,2019-11-30
401166463,Idaho,Seattle,NA,NA,55,74,2019-11-30
401171656,Eastern Michigan,UC Irvine,NA,NA,56,77,2019-11-30
401187174,Florida State,Purdue,NA,NA,63,60,2019-11-30
