number,name,position,height,weight,class,hometown
0,Nigel Jackson,F,"6' 7""",215 lbs,JR,"Baltimore, MD"
1,Atiba Taylor,G,"6' 4""",180 lbs,SO,"Garfield, NJ"
2,Alex Morales,G,"6' 6""",180 lbs,JR,"Paterson, NJ"
3,Jordan Mason,G,"6' 4""",205 lbs,FR,"Hanson, MA"
4,Elijah Ford,G,"6' 5""",205 lbs,JR,"Newark, NJ"
11,Will Martinez,G,"6' 5""",190 lbs,JR,"Bronx, NY"
12,Chase Freeman,G,"5' 11""",180 lbs,JR,"Gallatin, TN"
13,Tyrone Nesby IV,G,"6' 5""",200 lbs,SO,"Las Vegas, NV"
22,Ja'Mier Fletcher,F,"6' 7""",230 lbs,FR,"Pittsburgh, PA"
23,Darion Jordan-Thomas,F,"6' 7""",215 lbs,FR,"Brockton, MA"
25,Deandre Wilkins,C,"6' 11""",235 lbs,FR,"Edenton, NC"
32,Patrick Szpir,F,"6' 9""",245 lbs,SR,"Wheeling, IL"
33,Curtis Cobb III,G,"6' 4""",190 lbs,SR,"Fall River, MA"
