number,name,position,height,weight,class,hometown
0,Gentrey Thomas,G,"6' 4""",190 lbs,JR,"East Preston, NS"
1,Jaylen Bland,G,"6' 3""",205 lbs,SR,"Saginaw, MI"
3,Chance Murray,G,"6' 3""",195 lbs,JR,"Los Angeles, CA"
5,Taylor Johns,F,"6' 7""",220 lbs,SR,"San Francisco, CA"
10,Steven Jones,G,"6' 0""",175 lbs,SR,"Northridge, CA"
11,DJ Sylvester,G,"6' 3""",175 lbs,FR,"Victorville, CA"
12,Robert Boezeman,F,"6' 7""",220 lbs,SO,"Dordrecht, Netherlands"
13,Eric Rwahwire,F,"6' 5""",210 lbs,FR,"Toronto, ON"
15,Brady Anderson,F,"6' 9""",200 lbs,SO,"Sacramento, CA"
20,Secean Johnson,F,"6' 5""",200 lbs,JR,"Philadelphia, PA"
21,Alex Larsson,F,"6' 9""",245 lbs,SO,"Sodertalje, Sweden"
22,Malik Thames,G,"6' 2""",160 lbs,JR,"Sacramento, CA"
24,Koh Flippin,G,"6' 2""",165 lbs,FR,"Torrance, CA"
31,Primitivo Gomez,F,"6' 5""",210 lbs,JR,"El Monte, CA"
32,Menno Dijkstra,C,"7' 0""",225 lbs,FR,"Standdaarbuiten, Netherlands"
