game_id,away,home,away_rank,home_rank,away_score,home_score,date
401168183,Georgia State,Duke,NA,2,63,74,2019-11-15
401169615,Monmouth,Kansas,NA,5,57,112,2019-11-15
401168185,Gardner-Webb,North Carolina,NA,6,61,77,2019-11-15
401169828,Gonzaga,Texas A&M,8,NA,79,49,2019-11-15
401173658,North Carolina A&T,Utah State,NA,17,54,81,2019-11-15
401169790,Missouri State,Xavier,NA,21,56,59,2019-11-15
401169827,CSU Northridge,Auburn,NA,22,70,116,2019-11-15
401169614,Texas State,Baylor,NA,24,63,72,2019-11-15
401172572,Fairmont State,Bowling Green,NA,NA,66,88,2019-11-15
401175433,Idaho,VMI,NA,NA,68,67,2019-11-15
401175929,Life Pacific,CSU Bakersfield,NA,NA,51,91,2019-11-15
401175753,Howard,Robert Morris,NA,NA,65,85,2019-11-15
401172313,Merrimack,Dartmouth,NA,NA,46,55,2019-11-15
401175791,Montana State,Appalachian State,NA,NA,59,56,2019-11-15
401171868,New York Institute of Technology,Hofstra,NA,NA,69,111,2019-11-15
401174936,North Dakota State,UT Rio Grande Valley,NA,NA,76,70,2019-11-15
401175673,Trinity Baptist,Bethune-Cookman,NA,NA,42,100,2019-11-15
401174710,Tennessee Tech,UNC Greensboro,NA,NA,30,64,2019-11-15
401172573,North Carolina Central,Akron,NA,NA,47,57,2019-11-15
401172575,Coppin State,Northern Illinois,NA,NA,69,81,2019-11-15
401171489,Randolph College,Longwood,NA,NA,53,78,2019-11-15
401171536,Radford,Georgia Southern,NA,NA,73,76,2019-11-15
401168184,Western Carolina,Florida State,NA,NA,74,79,2019-11-15
401168186,Marshall,Notre Dame,NA,NA,64,74,2019-11-15
401169830,Delaware State,Georgia,NA,NA,66,100,2019-11-15
401169831,Western Michigan,Ole Miss,NA,NA,58,85,2019-11-15
401169832,Cleveland State,South Carolina,NA,NA,63,90,2019-11-15
401170121,Lipscomb,Duquesne,NA,NA,36,58,2019-11-15
401176093,Lyndon State College,Bryant,NA,NA,67,116,2019-11-15
401166069,Elon,Michigan,NA,NA,50,70,2019-11-15
401168187,West Virginia,Pittsburgh,NA,NA,68,53,2019-11-15
401170360,Jacksonville,UMass Lowell,NA,NA,80,78,2019-11-15
401171445,Hampton,William & Mary,NA,NA,65,78,2019-11-15
401174064,Western Kentucky,Eastern Kentucky,NA,NA,79,71,2019-11-15
401174711,South Alabama,Chattanooga,NA,NA,72,90,2019-11-15
401175567,South Wesleyan,Furman,NA,NA,61,83,2019-11-15
401169829,Alabama,Rhode Island,NA,NA,79,93,2019-11-15
401170359,Florida Gulf Coast,Mercer,NA,NA,68,84,2019-11-15
401166070,Oral Roberts,Iowa,NA,NA,74,87,2019-11-15
401170790,SAGU American Indian College,Northern Arizona,NA,NA,32,105,2019-11-15
401172975,Mt. St. Mary's,Lamar,NA,NA,61,76,2019-11-15
401174712,Youngstown St,Louisiana,NA,NA,61,73,2019-11-15
401175121,UMKC,Milwaukee,NA,NA,52,61,2019-11-15
401175535,Utah Valley,UAB,NA,NA,66,55,2019-11-15
401169616,Prairie View A&M,Texas,NA,NA,56,70,2019-11-15
401176362,Texas Southern,South Dakota,NA,NA,69,88,2019-11-15
401170969,Stony Brook,Texas A&M-CC,NA,NA,68,63,2019-11-15
401171631,UC Davis,Arkansas State,NA,NA,67,80,2019-11-15
401175999,Eastern New Mexico,UTEP,NA,NA,57,71,2019-11-15
401171653,UC Irvine,Boise State,NA,NA,69,60,2019-11-15
401166068,South Dakota State,Nebraska,NA,NA,73,90,2019-11-15
401169446,BYU,Houston,NA,NA,72,71,2019-11-15
401170575,Minnesota,Utah,NA,NA,69,73,2019-11-15
401170573,California Baptist,California,NA,NA,62,82,2019-11-15
401171561,Simpson University,Cal Poly,NA,NA,45,89,2019-11-15
401166428,UC Riverside,Sacramento State,NA,NA,49,62,2019-11-15
401170574,UNLV,UCLA,NA,NA,54,71,2019-11-15
401166429,Portland State,Hawai'i,NA,NA,75,83,2019-11-15
